Date,CME-MINI S&P 500 INDEX CONT. - SETT. PRICE,CME-MINI S&P 500 INDEX DEC 2023 - SETT. PRICE,Date.1,CALL ISM DEC23 4000 - OPTION DELTA,CALL ISM DEC23 4000 - OPTION GAMMA,CALL ISM DEC23 4000,PUT ISM DEC23 4000 - OPTION DELTA,PUT ISM DEC23 4000 - OPTION GAMMA,PUT ISM DEC23 4000,CALL ISM DEC23 4200 - OPTION DELTA,CALL ISM DEC23 4200 - OPTION GAMMA,CALL ISM DEC23 4200,PUT ISM DEC23 4200 - OPTION DELTA,PUT ISM DEC23 4200 - OPTION GAMMA,PUT ISM DEC23 4200,CALL ISM DEC23 4400 - OPTION DELTA,CALL ISM DEC23 4400 - OPTION GAMMA,CALL ISM DEC23 4400,PUT ISM DEC23 4400 - OPTION DELTA,PUT ISM DEC23 4400 - OPTION GAMMA,PUT ISM DEC23 4400,CALL ISM DEC23 4600 - OPTION DELTA,CALL ISM DEC23 4600 - OPTION GAMMA,CALL ISM DEC23 4600,PUT ISM DEC23 4600 - OPTION DELTA,PUT ISM DEC23 4600 - OPTION GAMMA,PUT ISM DEC23 4600,CALL ISM DEC23 4800 - OPTION DELTA,CALL ISM DEC23 4800 - OPTION GAMMA,CALL ISM DEC23 4800,PUT ISM DEC23 4800 - OPTION DELTA,PUT ISM DEC23 4800 - OPTION GAMMA,PUT ISM DEC23 4800
2023-09-20,4447.0,4447.0,2023-09-20,0.89015,0.00048,468.75,-0.11942,0.00048,25.75,0.77715,0.00086,293.5,-0.22584,0.00084,49.0,0.57526,0.00132,143.0,-0.42272,0.00131,96.5,0.28408,0.00135,43.5,-0.7177,0.00137,195.0,0.0769,0.00061,8.0,-0.941,0.00055,358.25
2023-09-21,4372.0,4372.0,2023-09-21,0.84517,0.0006,405.5,-0.16116,0.00059,37.0,0.705,0.00099,239.75,-0.29506,0.00098,69.25,0.47533,0.00134,105.75,-0.52269,0.00134,133.5,0.20022,0.00109,28.0,-0.8053,0.00111,254.0,0.04933,0.00042,4.95,-0.97126,0.00031,430.25
2023-09-22,4361.0,4361.0,2023-09-22,0.84024,0.00062,395.5,-0.16552,0.00061,37.75,0.69542,0.00102,231.0,-0.30493,0.001,71.75,0.46007,0.00135,99.5,-0.53809,0.00136,138.25,0.18525,0.00106,25.0,-0.82097,0.00107,262.0,0.04214,0.00038,4.05,-0.97891,0.00025,440.5
2023-09-25,4378.75,4378.75,2023-09-25,0.85181,0.00059,410.25,-0.15471,0.00058,34.75,0.71373,0.00099,243.25,-0.28734,0.00097,66.25,0.48399,0.00136,107.25,-0.51458,0.00136,128.25,0.20126,0.00113,27.5,-0.80489,0.00114,246.75,0.04627,0.00041,4.45,-0.9735,0.0003,423.25
2023-09-26,4314.75,4314.75,2023-09-26,0.80183,0.00069,361.75,-0.20209,0.00068,49.75,0.64343,0.00106,204.5,-0.35627,0.00104,91.0,0.40228,0.00129,83.25,-0.59717,0.0013,167.75,0.15114,0.0009,20.0,-0.85769,0.0009,303.0,0.03444,0.00031,3.35,-0.98591,0.00017,486.25
2023-09-27,4313.5,4313.5,2023-09-27,0.8092,0.0007,356.5,-0.19523,0.00069,45.75,0.64609,0.00109,199.0,-0.3538,0.00108,86.75,0.39662,0.00133,79.0,-0.60303,0.00134,164.75,0.14332,0.00089,18.25,-0.8674,0.00089,302.25,0.03288,0.0003,3.15,-0.9887,0.00015,487.25
2023-09-28,4337.5,4337.5,2023-09-28,0.8092,0.0007,373.75,-0.19523,0.00069,39.0,0.64609,0.00109,211.75,-0.3538,0.00108,75.5,0.39662,0.00133,84.75,-0.60303,0.00134,146.75,0.14332,0.00089,19.75,-0.8674,0.00089,280.0,0.03288,0.0003,3.75,-0.9887,0.00015,463.75
2023-09-29,4325.5,4325.5,2023-09-29,0.82343,0.00068,363.5,-0.1817,0.00067,40.75,0.66275,0.0011,203.25,-0.33759,0.00109,79.0,0.40771,0.0014,79.0,-0.59211,0.00141,152.75,0.14427,0.00093,17.75,-0.86575,0.00093,290.0,0.03343,0.00031,3.15,-0.9856,0.00018,475.5
2023-10-02,4324.25,4324.25,2023-10-02,0.82657,0.00068,360.75,-0.17897,0.00068,39.25,0.66329,0.00112,200.75,-0.33737,0.0011,77.75,0.40584,0.0014,78.25,-0.59403,0.00141,153.5,0.14168,0.00092,17.25,-0.86868,0.00092,290.75,0.03102,0.00029,2.85,-0.98841,0.00015,476.5
2023-10-03,4264.75,4264.75,2023-10-03,0.77477,0.00078,317.25,-0.2285,0.00077,54.75,0.59235,0.00116,167.75,-0.40729,0.00116,103.5,0.33363,0.00127,61.25,-0.66752,0.00128,195.5,0.10933,0.00073,13.25,-0.90346,0.00071,346.0,0.02523,0.00023,2.4,-0.99537,7e-05,535.5
2023-10-04,4297.75,4297.75,2023-10-04,0.807,0.00073,339.5,-0.19759,0.00073,44.25,0.63279,0.00115,184.25,-0.36729,0.00114,87.25,0.37149,0.00135,69.5,-0.62938,0.00136,170.75,0.1258,0.00083,15.25,-0.88507,0.00082,315.25,0.02836,0.00026,2.65,-0.99159,0.00012,502.75
2023-10-05,4290.75,4290.75,2023-10-05,0.80418,0.00075,332.75,-0.19997,0.00074,44.25,0.62653,0.00118,177.5,-0.37359,0.00117,87.5,0.35919,0.00136,65.0,-0.64152,0.00137,173.5,0.11689,0.0008,13.75,-0.89465,0.00078,320.75,0.02569,0.00024,2.35,-0.99484,8e-05,509.5
2023-10-06,4341.5,4341.5,2023-10-06,0.84027,0.00065,374.25,-0.16534,0.00065,35.25,0.68434,0.0011,210.75,-0.31655,0.00109,70.25,0.42932,0.00142,84.5,-0.57077,0.00143,142.5,0.15893,0.00099,20.0,-0.84853,0.00099,276.75,0.0354,0.00033,3.3,-0.98255,0.00021,459.75
2023-10-09,4368.75,4368.75,2023-10-09,0.85895,0.0006,396.75,-0.14784,0.0006,30.75,0.71393,0.00105,229.5,-0.28771,0.00104,62.0,0.46782,0.00144,96.0,-0.53211,0.00145,127.0,0.1826,0.0011,23.5,-0.82429,0.0011,253.0,0.04002,0.00037,3.7,-0.97898,0.00025,432.75
2023-10-10,4391.5,4391.5,2023-10-10,0.87637,0.00056,415.0,-0.13126,0.00056,26.25,0.74201,0.00101,243.25,-0.261,0.001,53.5,0.49975,0.00149,103.5,-0.50021,0.00149,111.75,0.20044,0.0012,25.75,-0.8053,0.0012,232.75,0.04499,0.00042,4.15,-0.97345,0.00031,410.5
2023-10-11,4409.75,4409.75,2023-10-11,0.88938,0.00052,430.0,-0.11869,0.00053,23.0,0.76395,0.00098,255.0,-0.23944,0.00097,47.0,0.52676,0.00152,110.0,-0.47313,0.00151,100.5,0.21351,0.00128,27.0,-0.79204,0.00129,215.75,0.04555,0.00044,4.05,-0.97232,0.00033,392.25
2023-10-12,4380.5,4380.5,2023-10-12,0.87413,0.00057,404.0,-0.13287,0.00058,26.0,0.73627,0.00106,232.0,-0.26632,0.00105,53.0,0.48163,0.00155,93.5,-0.51841,0.00156,112.75,0.17111,0.00116,19.75,-0.83697,0.00116,237.5,0.0329,0.00034,2.75,-0.98438,0.00021,420.5
2023-10-13,4357.25,4357.25,2023-10-13,0.84382,0.00062,390.25,-0.16187,0.00062,35.5,0.69933,0.00106,223.25,-0.30227,0.00105,67.25,0.45054,0.00146,89.5,-0.54975,0.00146,131.75,0.15955,0.00105,19.0,-0.84733,0.00105,260.25,0.03381,0.00033,3.0,-0.98214,0.00022,444.0
2023-10-16,4401.0,4401.0,2023-10-16,0.88339,0.00054,422.75,-0.12459,0.00054,24.5,0.75511,0.001,248.5,-0.24779,0.00099,49.0,0.51339,0.00155,103.75,-0.48661,0.00155,102.75,0.18946,0.00126,22.0,-0.81603,0.00127,219.75,0.03711,0.00038,3.1,-0.98101,0.00025,400.25
2023-10-17,4401.75,4401.75,2023-10-17,0.88339,0.00054,424.25,-0.12459,0.00054,25.0,0.75511,0.001,249.75,-0.24779,0.00099,49.5,0.51339,0.00155,105.25,-0.48661,0.00155,103.5,0.18946,0.00126,22.75,-0.81603,0.00127,219.75,0.03711,0.00038,3.15,-0.98101,0.00025,399.75
2023-10-18,4342.25,4342.25,2023-10-18,0.83966,0.00065,375.0,-0.16459,0.00065,35.0,0.68673,0.00111,209.75,-0.31385,0.0011,68.5,0.42529,0.0015,79.25,-0.57456,0.0015,136.5,0.13435,0.00098,14.75,-0.87228,0.00097,271.0,0.02718,0.00028,2.3,-0.98895,0.00017,458.25
2023-10-19,4303.0,4303.0,2023-10-19,0.80983,0.00072,343.75,-0.19288,0.00072,42.75,0.64109,0.00117,184.5,-0.35863,0.00116,82.25,0.36905,0.00144,64.75,-0.63071,0.00144,161.25,0.10299,0.00081,10.75,-0.90528,0.00078,306.0,0.01617,0.00018,1.25,-0.99585,0.00011,497.0
2023-10-20,4248.5,4248.5,2023-10-20,0.7738,0.00084,297.25,-0.22729,0.00083,50.25,0.57685,0.00128,147.5,-0.42209,0.00128,99.25,0.2896,0.00134,45.0,-0.71126,0.00135,195.5,0.06954,0.00059,6.8,-0.93965,0.00056,356.5,0.01263,0.00014,1.0,-0.9979,7e-05,551.5
2023-10-23,4241.75,4241.75,2023-10-23,0.77773,0.00087,286.5,-0.22298,0.00086,46.5,0.56982,0.00135,137.75,-0.42836,0.00135,96.25,0.26908,0.00137,38.75,-0.73103,0.00138,196.0,0.05659,0.00053,5.1,-0.95129,0.00051,361.75,0.00997,0.00012,0.75,-0.99918,4e-05,558.25
2023-10-24,4271.25,4271.25,2023-10-24,0.77773,0.00087,306.25,-0.22298,0.00086,36.75,0.56982,0.00135,150.75,-0.42836,0.00135,80.0,0.26908,0.00137,43.5,-0.73103,0.00138,171.5,0.05659,0.00053,6.0,-0.95129,0.00051,333.25,0.00997,0.00012,0.9,-0.99918,4e-05,528.75
2023-10-25,4209.75,4209.75,2023-10-25,0.75441,0.00096,258.75,-0.24475,0.00095,50.25,0.52608,0.00142,116.5,-0.4716,0.00142,107.0,0.21997,0.00127,28.75,-0.77987,0.00128,218.0,0.04157,0.00042,3.55,-0.96755,0.0004,392.25,0.00854,0.0001,0.65,-0.99985,1e-05,590.25
2023-10-26,4156.5,4156.5,2023-10-26,0.70476,0.00109,217.0,-0.29366,0.00109,61.5,0.44773,0.00147,87.25,-0.54984,0.00148,130.5,0.15714,0.00105,18.5,-0.84521,0.00106,260.5,0.02739,0.00029,2.25,-0.98458,0.00024,444.25,0.00596,7e-05,0.45,-0.99967,2e-05,643.5
2023-10-27,4137.75,4137.75,2023-10-27,0.68579,0.00114,202.5,-0.31205,0.00114,65.5,0.41984,0.00147,78.75,-0.57754,0.00147,140.75,0.13835,0.00097,15.75,-0.86413,0.00097,276.5,0.02438,0.00026,2.0,-0.98845,0.0002,462.75,0.0053,6e-05,0.4,-0.99994,0.0,662.25
2023-10-30,4185.75,4185.75,2023-10-30,0.7469,0.00107,231.75,-0.25108,0.00106,47.0,0.48846,0.00157,94.75,-0.50834,0.00156,109.0,0.17431,0.00118,20.0,-0.82638,0.0012,233.0,0.02915,0.00032,2.3,-0.98048,0.00029,415.25,0.00617,8e-05,0.45,-0.99952,2e-05,614.25
2023-10-31,4212.25,4212.25,2023-10-31,0.78541,0.00102,247.25,-0.21274,0.00101,36.0,0.53015,0.00167,101.25,-0.46654,0.00167,89.0,0.18439,0.00134,19.75,-0.81539,0.00135,206.5,0.02698,0.00033,1.95,-0.98327,0.00028,388.5,0.00579,8e-05,0.4,-1.0,0.0,587.75
2023-11-01,4256.0,4256.0,2023-11-01,0.8344,0.00089,280.25,-0.16486,0.00088,25.5,0.60429,0.00165,122.75,-0.39241,0.00165,67.0,0.23883,0.0016,26.75,-0.75953,0.00161,170.0,0.03664,0.00044,2.65,-0.97141,0.00042,345.5,0.00734,0.0001,0.5,-0.99987,1e-05,544.0
2023-11-02,4335.75,4335.75,2023-11-02,0.8948,0.00065,349.5,-0.10733,0.00064,15.5,0.72695,0.0014,175.75,-0.2701,0.0014,40.5,0.37711,0.00198,49.25,-0.62004,0.00199,113.0,0.07196,0.00079,5.5,-0.93156,0.0008,268.75,0.01078,0.00015,0.7,-0.99801,7e-05,464.25
2023-11-03,4376.0,4376.0,2023-11-03,0.91738,0.00054,386.25,-0.08441,0.00053,11.75,0.7811,0.00124,205.75,-0.21672,0.00123,30.5,0.45674,0.0021,64.25,-0.53986,0.0021,88.0,0.09811,0.00104,7.65,-0.9038,0.00106,230.75,0.01403,0.00019,0.9,-0.99577,0.00012,424.0
2023-11-06,4384.25,4384.25,2023-11-06,0.93015,0.0005,392.25,-0.07279,0.00049,9.5,0.80056,0.00123,209.5,-0.19848,0.00121,26.25,0.47189,0.0022,64.5,-0.52464,0.00221,80.0,0.09321,0.00106,6.8,-0.90877,0.00108,221.75,0.00966,0.00015,0.55,-1.0,0.0,415.75
2023-11-07,4396.0,4396.0,2023-11-07,0.93709,0.00046,403.0,-0.06661,0.00046,8.55,0.81562,0.00117,218.75,-0.18277,0.00116,23.5,0.49768,0.00221,70.0,-0.49874,0.00221,74.0,0.10107,0.00114,7.35,-0.90139,0.00116,210.5,0.00986,0.00016,0.55,-0.9981,7e-05,404.0
2023-11-08,4399.5,4399.5,2023-11-08,0.94331,0.00044,405.5,-0.06103,0.00044,7.55,0.82822,0.00116,219.5,-0.17151,0.00115,21.0,0.50508,0.00229,69.25,-0.4914,0.00229,69.75,0.09864,0.00115,6.95,-0.9052,0.00117,206.5,0.0077,0.00013,0.4,-1.0,0.0,400.5
2023-11-09,4362.25,4362.25,2023-11-09,0.92642,0.00054,370.5,-0.07706,0.00053,9.75,0.78155,0.00136,189.5,-0.21692,0.00134,28.0,0.42066,0.00225,52.25,-0.57615,0.00226,89.75,0.06478,0.00083,4.25,-0.93873,0.00085,241.25,0.0057,0.0001,0.3,-0.99986,1e-05,437.75
2023-11-10,4430.5,4430.5,2023-11-10,0.95553,0.00036,435.0,-0.04986,0.00037,6.05,0.8642,0.001,245.25,-0.13641,0.00099,15.75,0.5763,0.00227,84.75,-0.4203,0.00227,54.25,0.12825,0.00145,9.2,-0.87306,0.00147,178.0,0.00977,0.00017,0.5,-0.99997,0.0,369.5
2023-11-13,4425.25,4425.25,2023-11-13,0.9572,0.00036,429.5,-0.04745,0.00036,5.55,0.86415,0.00103,239.75,-0.13707,0.00101,15.5,0.56536,0.00232,80.75,-0.43184,0.00231,55.75,0.11879,0.00138,8.3,-0.88203,0.0014,182.5,0.00809,0.00015,0.4,-0.99809,7e-05,374.75
2023-11-14,4511.0,4511.0,2023-11-14,0.97569,0.00022,513.25,-0.03072,0.00023,3.65,0.92703,0.00063,318.0,-0.07627,0.00062,8.1,0.74617,0.00185,137.5,-0.25247,0.00183,27.0,0.27666,0.00231,24.5,-0.72231,0.00233,113.0,0.03045,0.00046,1.75,-0.97712,0.00042,290.0
2023-11-15,4519.25,4519.25,2023-11-15,0.97797,0.0002,521.25,-0.02882,0.00022,3.4,0.93332,0.00059,325.5,-0.0698,0.00059,7.25,0.76415,0.0018,143.0,-0.23482,0.00179,24.25,0.28844,0.00244,25.0,-0.70962,0.00245,105.5,0.02842,0.00046,1.55,-0.98102,0.00039,281.5
2023-11-16,4523.25,4523.25,2023-11-16,0.97797,0.0002,525.5,-0.02882,0.00022,3.5,0.93332,0.00059,329.0,-0.0698,0.00059,6.85,0.76415,0.0018,144.75,-0.23482,0.00179,22.0,0.28844,0.00244,24.25,-0.70962,0.00245,100.5,0.02842,0.00046,1.45,-0.98102,0.00039,277.5
2023-11-17,4527.5,4527.5,2023-11-17,0.97845,0.00019,529.5,-0.02693,0.00021,3.15,0.94161,0.00054,332.75,-0.06127,0.00054,6.1,0.78962,0.00177,147.0,-0.20996,0.00175,20.0,0.29493,0.00265,24.0,-0.70354,0.00266,96.25,0.02475,0.00043,1.25,-0.98085,0.00039,273.25
2023-11-20,4562.25,4562.25,2023-11-20,0.98761,0.00013,563.25,-0.01928,0.00016,2.15,0.96268,0.00039,365.25,-0.04279,0.00041,4.0,0.85165,0.00145,174.5,-0.14907,0.00144,12.75,0.38704,0.00305,33.75,-0.61163,0.00307,71.25,0.03342,0.00059,1.65,-0.97469,0.00052,238.75
2023-11-21,4551.25,4551.25,2023-11-21,0.98761,0.00013,552.25,-0.01928,0.00016,2.0,0.96268,0.00039,354.25,-0.04279,0.00041,3.8,0.85165,0.00145,164.0,-0.14907,0.00144,13.25,0.38704,0.00305,28.5,-0.61163,0.00307,77.0,0.03342,0.00059,1.35,-0.97469,0.00052,249.5
2023-11-22,4567.25,4567.25,2023-11-22,0.99021,0.00011,568.0,-0.01639,0.00014,1.75,0.9676400000000001,0.00035,369.75,-0.03662,0.00037,3.25,0.87128,0.00138,177.0,-0.13018,0.00138,10.25,0.39307,0.00333,31.75,-0.60527,0.00334,64.5,0.02345,0.00049,1.0,-0.9845,0.00039,233.25
2023-11-23,4567.25,4567.25,2023-11-23,0.99021,0.00011,568.0,-0.01639,0.00014,1.75,0.9676400000000001,0.00035,369.75,-0.03662,0.00037,3.25,0.87128,0.00138,177.0,-0.13018,0.00138,10.25,0.39307,0.00333,31.75,-0.60527,0.00334,64.5,0.02345,0.00049,1.0,-0.9845,0.00039,233.25
2023-11-24,4568.25,4568.25,2023-11-24,0.99286,9e-05,568.75,-0.01418,0.00013,1.45,0.97257,0.00032,370.25,-0.03159,0.00034,2.65,0.88547,0.00135,176.25,-0.11551,0.00134,8.35,0.38742,0.0036,28.75,-0.61118,0.0036,60.5,0.02082,0.00045,0.85,-0.98457,0.00039,232.25
2023-11-27,4561.0,4561.0,2023-11-27,0.9929,9e-05,561.5,-0.01278,0.00012,1.25,0.97495,0.00031,362.75,-0.02942,0.00033,2.35,0.88928,0.0014,168.25,-0.11236,0.0014,7.6,0.35424,0.00369,24.0,-0.64469,0.00369,63.0,0.01458,0.00035,0.55,-0.99104,0.00026,239.25
2023-11-28,4563.0,4563.0,2023-11-28,0.993,8e-05,563.5,-0.01275,0.00012,1.25,0.9752,0.0003,364.75,-0.02838,0.00032,2.25,0.89472,0.00136,169.75,-0.10716,0.00136,7.1,0.35798,0.0038,23.75,-0.64106,0.0038,60.75,0.01363,0.00033,0.5,-0.9911,0.00026,237.25
2023-11-29,4559.25,4559.25,2023-11-29,0.99297,8e-05,559.75,-0.01282,0.00012,1.25,0.97511,0.00031,361.0,-0.02907,0.00033,2.3,0.8866,0.00142,166.75,-0.1161,0.00142,7.95,0.34734,0.00368,23.25,-0.65181,0.00368,64.0,0.0124,0.00031,0.45,-0.99133,0.00025,241.0
2023-11-30,4576.75,4576.75,2023-11-30,0.99605,5e-05,577.0,-0.0105,0.0001,1.0,0.98117,0.00024,378.0,-0.0234,0.00028,1.8,0.91171,0.00119,182.25,-0.09062,0.0012,5.85,0.41234,0.0039,29.5,-0.58694,0.0039,52.75,0.01534,0.00038,0.55,-0.99088,0.00028,223.5
2023-12-01,4651.0,4600.75,2023-12-01,0.99633,5e-05,601.0,-0.00808,8e-05,0.75,0.98772,0.00017,401.5,-0.01796,0.00022,1.35,0.94209,0.00088,204.0,-0.06156,0.0009,3.65,0.50704,0.00408,39.5,-0.49235,0.00408,38.75,0.02323,0.00056,0.85,-0.9836,0.00046,199.75
2023-12-04,4626.5,4576.5,2023-12-04,0.99609,5e-05,576.75,-0.00701,8e-05,0.6,0.98754,0.00018,377.25,-0.01672,0.00022,1.15,0.93397,0.00107,180.0,-0.06903,0.00108,3.8,0.4024,0.00425,26.0,-0.59721,0.00425,49.5,0.01196,0.00032,0.4,-0.9914,0.00026,223.75
2023-12-05,4625.25,4575.0,2023-12-05,0.99622,5e-05,575.25,-0.00655,7e-05,0.55,0.99076,0.00015,375.5,-0.0145,0.0002,0.95,0.94006,0.00103,178.0,-0.06073,0.00103,3.1,0.39155,0.0044,24.0,-0.60813,0.0044,49.0,0.01072,0.0003,0.35,-0.99132,0.00026,225.25
2023-12-06,4606.25,4556.0,2023-12-06,0.99655,5e-05,556.0,-0.00574,7e-05,0.45,0.99055,0.00016,356.5,-0.01388,0.00021,0.85,0.93181,0.00123,159.25,-0.07178,0.00125,3.55,0.30304,0.0042,16.0,-0.69667,0.0042,60.0,0.00644,0.00019,0.2,-0.996,0.00014,244.0
2023-12-07,4640.5,4589.5,2023-12-07,0.99951,1e-05,589.5,-0.00392,5e-05,0.3,0.99502,9e-05,389.75,-0.00917,0.00014,0.55,0.96086,0.00077,191.25,-0.04256,0.0008,2.0,0.45452,0.00468,29.0,-0.54529,0.00468,39.5,0.01127,0.00033,0.35,-0.99099,0.00028,210.75
2023-12-08,4660.25,4607.5,2023-12-08,0.99976,1e-05,607.5,-0.00328,4e-05,0.25,0.99514,9e-05,407.75,-0.00685,0.00011,0.4,0.98028,0.00046,208.25,-0.02501,0.00053,1.05,0.54444,0.0055,32.75,-0.45542,0.0055,25.25,0.00925,0.00031,0.25,-0.99054,0.00032,192.75
2023-12-11,4678.5,4626.0,2023-12-11,0.99996,0.0,626.0,-0.00266,3e-05,0.2,0.99544,8e-05,426.25,-0.00523,8e-05,0.3,0.98667,0.00032,226.5,-0.01435,0.00034,0.55,0.65964,0.0057,40.75,-0.34184,0.00565,15.0,0.00837,0.00032,0.2,-0.99001,0.00036,174.25
2023-12-12,4697.25,4645.75,2023-12-12,0.9999,0.0,645.75,-0.00203,3e-05,0.15,0.99578,7e-05,446.0,-0.00503,8e-05,0.3,0.98759,0.00028,246.25,-0.01246,0.00028,0.5,0.81964,0.0052,50.75,-0.17854,0.00521,4.9,0.00731,0.00032,0.15,-0.99393,0.00028,154.25
2023-12-13,4760.75,4708.25,2023-12-13,0.99983,0.0,708.25,-0.00237,3e-05,0.2,0.99615,6e-05,508.5,-0.00448,6e-05,0.3,0.99395,0.00013,308.5,-0.00953,0.00019,0.45,0.96807,0.00121,109.0,-0.03192,0.00121,0.75,0.05566,0.00197,1.35,-0.94717,0.00192,93.0
