target_median,chosen_lambda,start_id,is_proxy_start,median,mad,target_mad,median_error,abs_median_error,objective_value,success
-0.0005134227998537799,1000,0,True,0.00017335076397717586,0.013023387123768907,0.013033511162125361,0.0006867735638309558,0.0006867735638309558,0.6997969509547247,True
-0.0005134227998537799,1000,1,False,0.0001825558467186704,0.011773100372540974,0.011796373813732285,0.0006959786465724503,0.0006959786465724503,0.7077517469449913,True
-0.0005134227998537799,1000,2,False,0.0004301046291874666,0.013641198204490253,0.013663649807163274,0.0009435274290412465,0.0009435274290412465,0.9571686272457368,True
-0.0005134227998537799,1000,3,False,-7.584375549014681e-05,0.018499129730213504,0.018510530137471445,0.0004375790443636331,0.0004375790443636331,0.4560781740938466,True
-0.0005134227998537799,1000,4,False,-0.0005134227998537799,0.022591992098606448,0.022591992098606448,0.0,0.0,0.022591992098606448,True
-0.0005134227998537799,1000,5,False,-0.00034161020329979226,0.014731779695568676,0.014733595415814656,0.00017181259655398766,0.00017181259655398766,0.18654437624955636,True
-0.0005134227998537799,1000,6,False,0.0002447257400157721,0.012527328905086408,0.012546347917554353,0.000758148539869552,0.000758148539869552,0.7706758687746385,True
-0.0005134227998537799,1000,7,False,1.3066559304939226e-35,0.00814823843425603,0.008390094924964727,0.0005134227998537799,0.0005134227998537799,0.521571038288036,True
-0.0005134227998537799,1000,8,False,-0.0005134227998537799,0.01448844014043492,0.01448844014043492,0.0,0.0,0.01448844014043492,True
-0.0005134227998537799,1000,9,False,0.0002447257400157721,0.012527328905086408,0.012546347917554353,0.000758148539869552,0.000758148539869552,0.7706758687746385,True
-0.0005134227998537799,1000,10,False,-4.912267280918862e-05,0.012282109060646236,0.012295428603124749,0.0004643001270445913,0.0004643001270445913,0.47658223610523753,True
-0.0005134227998537799,1000,11,False,-4.145724897284017e-05,0.012669875539071574,0.012682159585940211,0.00047196555088093974,0.00047196555088093974,0.4846354264200113,True
-0.0005134227998537799,1000,12,False,-0.00044671513973487675,0.017069142208293312,0.017069372190883215,6.670766011890317e-05,6.670766011890317e-05,0.08377680232719648,True
-0.0005134227998537799,1000,13,False,0.0002548702497369652,0.007126943463595653,0.0071714140801384055,0.0007682930495907451,0.0007682930495907451,0.7754199930543407,True
-0.0005134227998537799,1000,14,False,0.00017335076397717586,0.013023387123768907,0.013033511162125361,0.0006867735638309558,0.0006867735638309558,0.6997969509547247,True
-0.0005134227998537799,1000,15,False,2.669846871767644e-32,0.00814823843425603,0.008390094924964727,0.0005134227998537799,0.0005134227998537799,0.521571038288036,True
-0.0005134227998537799,1000,16,False,0.0005825411061755048,0.008767976973159133,0.008823432998920085,0.0010959639060292847,0.0010959639060292847,1.104731883002444,True
-0.0005134227998537799,1000,17,False,-8.774344915660911e-05,0.02458852530876596,0.024593169694200775,0.00042567935069717084,0.00042567935069717084,0.4502678760059368,True
-0.0005134227998537799,1000,18,False,-0.00018815425499558937,0.014832421771105003,0.014837316904400098,0.00032526854485819055,0.00032526854485819055,0.34010096662929556,True
-0.0005134227998537799,1000,19,False,4.6147471081325035e-05,0.011083533303656986,0.011106248878517574,0.000559570270935105,0.000559570270935105,0.570653804238762,True
-0.0002492542698223632,30,0,True,0.00017335076397717586,0.013023387123768907,0.013026803631805228,0.00042260503379953906,0.00042260503379953906,0.02570153813775508,True
-0.0002492542698223632,30,1,False,0.0004845603988669812,0.008031739919962816,0.00807054706043907,0.0007338146686893444,0.0007338146686893444,0.03004617998064315,True
-0.0002492542698223632,30,2,False,0.0002447257400157721,0.012527328905086408,0.012535414198558414,0.0004939800098381353,0.0004939800098381353,0.027346729200230464,True
-0.0002492542698223632,30,3,False,-1.1965762513658336e-05,0.01214205682160247,0.012145673837892196,0.00023728850730870486,0.00023728850730870486,0.019260712040863617,True
-0.0002492542698223632,30,4,False,-5.113692288375648e-05,0.012184191826323713,0.012188005606640713,0.00019811734693860674,0.00019811734693860674,0.018127712234481917,True
-0.0002492542698223632,30,5,False,4.2877573535817745e-05,0.010339642480722827,0.010345651590755634,0.000292131843358181,0.000292131843358181,0.019103597781468258,True
-0.0002492542698223632,30,6,False,-3.5724155800220814e-08,0.015060865971711994,0.015061508776255108,0.000249218545666563,0.000249218545666563,0.022537422341708885,True
-0.0002492542698223632,30,7,False,0.00017335076397717586,0.013023387123768907,0.013026803631805228,0.00042260503379953906,0.00042260503379953906,0.02570153813775508,True
-0.0002492542698223632,30,8,False,0.0006206167006597152,0.01117332948290316,0.01120493932971825,0.0008698709704820784,0.0008698709704820784,0.03726945859736551,True
-0.0002492542698223632,30,9,False,-2.365028747491737e-05,0.01278821081583419,0.012791352291524904,0.00022560398234744585,0.00022560398234744585,0.019556330286257563,True
-0.0002492542698223632,30,10,False,-0.0002492542698223632,0.017336487606646966,0.017336487606646966,0.0,0.0,0.017336487606646966,True
-0.0002492542698223632,30,11,False,-3.847579098749046e-05,0.012613814260152659,0.012617220967508327,0.00021077847883487275,0.00021077847883487275,0.01893716862519884,True
-0.0002492542698223632,30,12,False,-0.00012697384706325575,0.011575458388119037,0.011576960210911695,0.00012228042275910745,0.00012228042275910745,0.01524387107089226,True
-0.0002492542698223632,30,13,False,0.00016140182042977016,0.009452891302473239,0.009464432095792437,0.00041065609025213337,0.00041065609025213337,0.021772574010037238,True
-0.0002492542698223632,30,14,False,2.3446472452137127e-05,0.012142487084563022,0.012147559461067428,0.00027270074227450034,0.00027270074227450034,0.02032350935279803,True
-0.0002492542698223632,30,15,False,-0.00024400306694797891,0.014476529994700345,0.01447655842941952,5.251202874384292e-06,5.251202874384292e-06,0.014634066080931873,True
-0.0002492542698223632,30,16,False,3.3622437115856416e-36,0.00814823843425603,0.008265653872391157,0.0002492542698223632,0.0002492542698223632,0.015625866528926925,True
-0.0002492542698223632,30,17,False,0.00017335076397717586,0.013023387123768907,0.013026803631805228,0.00042260503379953906,0.00042260503379953906,0.02570153813775508,True
-0.0002492542698223632,30,18,False,-0.0002492542698223632,0.010975392753887868,0.010975392753887868,0.0,0.0,0.010975392753887868,True
-0.0002492542698223632,30,19,False,0.00026220280786273635,0.011658063280609579,0.011672163395032987,0.0005114570776850996,0.0005114570776850996,0.027001775611162564,True
1.491426020905351e-05,100,0,True,0.00017335076397717586,0.013023387123768907,0.013023663455120888,0.00015843650376812235,0.00015843650376812235,0.028867037500581144,True
1.491426020905351e-05,100,1,False,1.491426020905351e-05,0.012687996115014422,0.012687996115014422,0.0,0.0,0.012687996115014422,True
1.491426020905351e-05,100,2,False,-3.5724155800220814e-08,0.015060865971711994,0.01506124354791982,-1.494998436485373e-05,1.494998436485373e-05,0.016555864408197368,True
1.491426020905351e-05,100,3,False,1.4914260209053506e-05,0.012725934189155122,0.012725934189155122,-3.3881317890172014e-21,3.3881317890172014e-21,0.012725934189155122,True
1.491426020905351e-05,100,4,False,1.491426020905351e-05,0.012715044854645644,0.012715044854645644,0.0,0.0,0.012715044854645644,True
1.491426020905351e-05,100,5,False,1.491426020905351e-05,0.013940013822100977,0.013940013822100977,0.0,0.0,0.013940013822100977,True
1.491426020905351e-05,100,6,False,0.0005137663372633138,0.007273420383917924,0.0072956028335632445,0.0004988520770542603,0.0004988520770542603,0.05715862808934395,True
1.491426020905351e-05,100,7,False,1.4914260209053513e-05,0.013168838672389263,0.013168838672389263,3.3881317890172014e-21,3.3881317890172014e-21,0.013168838672389263,True
1.491426020905351e-05,100,8,False,0.00017335076397717586,0.013023387123768907,0.013023663455120888,0.00015843650376812235,0.00015843650376812235,0.028867037500581144,True
1.491426020905351e-05,100,9,False,0.00017335076397717586,0.013023387123768907,0.013023663455120888,0.00015843650376812235,0.00015843650376812235,0.028867037500581144,True
1.491426020905351e-05,100,10,False,1.491426020905351e-05,0.01255768066051114,0.01255768066051114,0.0,0.0,0.01255768066051114,True
1.491426020905351e-05,100,11,False,0.00017980939856337714,0.00902595868179854,0.009028451358021512,0.00016489513835432363,0.00016489513835432363,0.0255154725172309,True
1.491426020905351e-05,100,12,False,0.00041176357316041534,0.00713249941560673,0.007147351743102977,0.00039684931295136183,0.00039684931295136183,0.046817430710742916,True
1.491426020905351e-05,100,13,False,0.00017335076397717586,0.013023387123768907,0.013023663455120888,0.00015843650376812235,0.00015843650376812235,0.028867037500581144,True
1.491426020905351e-05,100,14,False,0.0006206167006597152,0.01117332948290316,0.011189392392785442,0.0006057024404506617,0.0006057024404506617,0.07174357352796933,True
1.491426020905351e-05,100,15,False,1.491426020905351e-05,0.008070337826082822,0.008070337826082822,0.0,0.0,0.008070337826082822,True
1.491426020905351e-05,100,16,False,1.4914260209053502e-05,0.012410404230076619,0.012410404230076619,-6.776263578034403e-21,6.776263578034403e-21,0.012410404230076619,True
1.491426020905351e-05,100,17,False,0.0003182079194834778,0.0074368264779585665,0.007447504173098367,0.0003032936592744243,0.0003032936592744243,0.037766192405400995,True
1.491426020905351e-05,100,18,False,0.0005341004682814347,0.008819497915247556,0.008838964013441444,0.0005191862080723812,0.0005191862080723812,0.060738118722485676,True
1.491426020905351e-05,100,19,False,4.6710106134948464e-05,0.01291124874101083,0.012911476934276453,3.1795845925894955e-05,3.1795845925894955e-05,0.016090833333600323,True
0.0002790827902404702,10000,0,True,0.0002790827902404702,0.012122817820038762,0.012122817820038762,0.0,0.0,0.012122817820038762,True
0.0002790827902404702,10000,1,False,0.00017335076397717586,0.013023387123768907,0.013023861943343712,-0.00010573202626329437,0.00010573202626329437,1.0703436497567125,True
0.0002790827902404702,10000,2,False,0.00029228489894208345,0.012819042617792448,0.012819136673308683,1.3202108701613222e-05,1.3202108701613222e-05,0.14484012963392467,True
0.0002790827902404702,10000,3,False,0.0002790827902404702,0.007042211824086727,0.007042211824086727,0.0,0.0,0.007042211824086727,True
0.0002790827902404702,10000,4,False,0.00017335076397717586,0.013023387123768907,0.013023861943343712,-0.00010573202626329437,0.00010573202626329437,1.0703436497567125,True
0.0002790827902404702,10000,5,False,0.0002790827902404702,0.006302284336994708,0.006302284336994708,0.0,0.0,0.006302284336994708,True
0.0002790827902404702,10000,6,False,0.0007453991055654807,0.012569946440301629,0.012578255173018063,0.0004663163153250105,0.0004663163153250105,4.675733099690406,True
0.0002790827902404702,10000,7,False,0.0002790827902404702,0.008874681440838597,0.008874681440838597,0.0,0.0,0.008874681440838597,True
0.0002790827902404702,10000,8,False,0.0002790827902404702,0.008559743175315342,0.008559743175315342,0.0,0.0,0.008559743175315342,True
0.0002790827902404702,10000,9,False,0.0002790827902404702,0.010454831523968222,0.010454831523968222,0.0,0.0,0.010454831523968222,True
0.0002790827902404702,10000,10,False,0.0006173470351144017,0.010102168816927767,0.010107118422565045,0.0003382642448739315,0.0003382642448739315,3.3927446175562426,True
0.0002790827902404702,10000,11,False,0.0002790827902404702,0.012629625866489098,0.012629625866489098,0.0,0.0,0.012629625866489098,True
0.0002790827902404702,10000,12,False,0.0002790827902404702,0.008282718202443001,0.008282718202443001,0.0,0.0,0.008282718202443001,True
0.0002790827902404702,10000,13,False,0.00017335076397717586,0.013023387123768907,0.013023861943343712,-0.00010573202626329437,0.00010573202626329437,1.0703436497567125,True
0.0002790827902404702,10000,14,False,0.0003010366051375392,0.008975888543370449,0.008976114425987225,2.1953814897068998e-05,2.1953814897068998e-05,0.2285140375140604,True
0.0002790827902404702,10000,15,False,0.0007045421623863568,0.013578180868901113,0.013584573257265475,0.0004254593721458866,0.0004254593721458866,4.268171902327767,True
0.0002790827902404702,10000,16,False,0.0002790827902404702,0.0074379616394838624,0.0074379616394838624,0.0,0.0,0.0074379616394838624,True
0.0002790827902404702,10000,17,False,0.00032058275153334925,0.016715835544509873,0.0167158927063424,4.149996129287903e-05,4.149996129287903e-05,0.4317154484733002,True
0.0002790827902404702,10000,18,False,0.0002790827902404702,0.012125617068551366,0.012125617068551366,0.0,0.0,0.012125617068551366,True
0.0002790827902404702,10000,19,False,0.0002790827902404702,0.01256578938672635,0.01256578938672635,0.0,0.0,0.01256578938672635,True
0.0005432513202718869,3000,0,True,0.0005432513202718869,0.010710560656274326,0.010710560656274326,0.0,0.0,0.010710560656274326,True
0.0005432513202718869,3000,1,False,0.0005432513202718869,0.008643499423459572,0.008643499423459572,0.0,0.0,0.008643499423459572,True
0.0005432513202718869,3000,2,False,0.0005743242769635434,0.009390031678265394,0.009390435307161224,3.1072956691656495e-05,3.1072956691656495e-05,0.10260890175323488,True
0.0005432513202718869,3000,3,False,0.0005432513202718869,0.006823749471628376,0.006823749471628376,0.0,0.0,0.006823749471628376,True
0.0005432513202718869,3000,4,False,0.0005432513202718869,0.006810333155256611,0.006810333155256611,0.0,0.0,0.006810333155256611,True
0.0005432513202718869,3000,5,False,0.0005432513202718869,0.006132717705489336,0.006132717705489336,0.0,0.0,0.006132717705489336,True
0.0005432513202718869,3000,6,False,0.00037420355817874285,0.011565413339952145,0.011566368873441278,-0.0001690477620931441,0.0001690477620931441,0.5187086996193844,True
0.0005432513202718869,3000,7,False,0.0005432513202718869,0.007579424229791387,0.007579424229791387,0.0,0.0,0.007579424229791387,True
0.0005432513202718869,3000,8,False,0.0005515810118815745,0.015825799233345997,0.015825799233345997,8.32969160968755e-06,8.32969160968755e-06,0.04081487406240865,True
0.0005432513202718869,3000,9,False,0.0005432513202718869,0.00935413317689387,0.00935413317689387,0.0,0.0,0.00935413317689387,True
0.0005432513202718869,3000,10,False,0.0007045421623863568,0.013578180868901113,0.013579138827501004,0.00016129084211446987,0.00016129084211446987,0.4974507072123107,True
0.0005432513202718869,3000,11,False,0.0005432513202718869,0.009719333131710148,0.009719333131710148,0.0,0.0,0.009719333131710148,True
0.0005432513202718869,3000,12,False,0.0005432513202718869,0.0073365022206911,0.0073365022206911,0.0,0.0,0.0073365022206911,True
0.0005432513202718869,3000,13,False,0.0005432513202718869,0.008821665106085575,0.008821665106085575,0.0,0.0,0.008821665106085575,True
0.0005432513202718869,3000,14,False,0.0005432513202718869,0.00926310714859258,0.00926310714859258,0.0,0.0,0.00926310714859258,True
0.0005432513202718869,3000,15,False,0.0005432513202718869,0.008361970755859868,0.008361970755859868,0.0,0.0,0.008361970755859868,True
0.0005432513202718869,3000,16,False,0.0005432513202718869,0.010513159403972214,0.010513159403972214,0.0,0.0,0.010513159403972214,True
